Front;Back;Tag
在构件组装阶段，如何支持可复用构件的互联？;对SA设计模型中规约的连接子的实现提供支持。;9.1 软件架构概念
在构件组装过程中，需要检测并消除的体系结构失配问题包括哪三种类型？;1. 构件本身的失配；2. 连接子（互联机制）的失配；3. 部分和整体的失配。;9.1 软件架构概念
部署阶段的软件架构对软件部署有哪些两个作用？;1. 提供高层的体系结构视图描述部署阶段的软硬件模型；2. 基于软件架构模型分析部署方案的质量属性，选择合理部署方案。;9.1 软件架构概念
后开发阶段（部署安装后）的软件架构研究方向包括哪两个方面？;动态软件体系结构、体系结构恢复与重建。;9.1 软件架构概念
体系结构重建的方法有哪些？;手工体系结构重建、工具支持的手工重建、通过查询语言来自动建立聚集、使用其他技术（如数据挖掘）。;9.1 软件架构概念
软件架构设计为什么是降低成本、改进质量、按时按需交付产品的关键因素？（列出软件架构的8点重要性）;1. 满足系统的品质；2. 使受益人达成一致的目标；3. 支持计划编制过程；4. 对系统开发的指导性；5. 有效管理复杂性；6. 为复用奠定基础；7. 降低维护费用；8. 支持冲突分析。;9.1 软件架构概念
软件架构设计如何帮助满足系统的品质？;架构设计能够满足系统的品质。;9.1 软件架构概念
软件架构设计如何使受益人达成一致的目标？;架构设计使受益人达成一致的目标。;9.1 软件架构概念
软件架构设计如何支持计划编制过程？;架构设计能够支持计划编制过程。;9.1 软件架构概念
软件架构设计对系统开发有何指导性作用？;架构设计对系统开发的指导性。;9.1 软件架构概念
软件架构设计如何有效管理复杂性？;架构设计能够有效地管理复杂性。;9.1 软件架构概念
软件架构设计如何为复用奠定基础？;架构设计为复用奠定了基础。;9.1 软件架构概念
软件架构设计如何降低维护费用？;架构设计能够降低维护费用。;9.1 软件架构概念
软件架构设计如何支持冲突分析？;架构设计能够支持冲突分析。;9.1 软件架构概念
什么是基于体系结构（架构）的软件设计（ABSD）方法？;ABSD方法是体系结构驱动的软件设计方法，即构成体系结构的商业、质量和功能需求的组合驱动的。采用视角与视图描述软件架构，用例描述功能需求，质量场景描述质量需求。;9.2 基于架构的软件开发方法
ABSD方法具有哪三个基础？;功能的分解、通过选择体系结构风格来实现质量和商业需求、软件模板的使用。;9.2 基于架构的软件开发方法
ABSD方法采用什么来描述软件架构、功能需求和质量需求？;采用视角与视图描述软件架构，用例描述功能需求，质量场景描述质量需求。;9.2 基于架构的软件开发方法
ABSD方法的主要特点是什么？;自顶向下、递归细化，迭代的每一步都有清晰的定义，有助于降低体系结构设计的随意性。;9.2 基于架构的软件开发方法
基于体系结构的开发模型（ABSDM）将开发过程划分为哪六个子过程？;体系结构需求、设计、文档化、复审、实现和演化。;9.2 基于架构的软件开发方法
体系结构需求工作包括哪两个方面？;获取用户需求和标识系统中拟用构件。;9.2 基于架构的软件开发方法
获取体系结构需求一般来自哪三个方面？;质量目标、系统的商业目标和系统开发人员的商业目标。;9.2 基于架构的软件开发方法
标识构件的三个步骤是什么？;生成类图 → 对类进行分组 → 把类打包成构件。;9.2 基于架构的软件开发方法
体系结构需求评审的审查重点包括哪些？;需求是否真实反映了用户的要求、类的分组是否合理、构件合并是否合理。;9.2 基于架构的软件开发方法
软件体系结构设计的五个过程步骤是什么？;提出软件体系结构模型 → 映射构件 → 分析构件相互作用 → 产生体系结构设计评审。;9.2 基于架构的软件开发方法
体系结构设计评审必须邀请什么样的人员参加？;独立于系统开发的外部人员。;9.2 基于架构的软件开发方法
体系结构文档化过程的主要输出结果是什么？;体系结构规格说明和测试体系结构需求的质量设计说明书。;9.2 基于架构的软件开发方法
体系结构复审的目的是什么？;标识潜在的风险，及早发现体系结构设计中的缺陷和错误。;9.2 基于架构的软件开发方法
体系结构复审通常由哪些人员参加？必要时可搭建什么？;外部人员（用户代表和领域专家）参加。必要时可搭建一个可运行的最小化系统用于评估和测试。;9.2 基于架构的软件开发方法
体系结构实现过程以什么为基础？具体包含哪四个步骤？;以复审后的文档化体系结构说明书为基础。步骤：分析与设计 → 构件实现 → 构件组装 → 系统测试。;9.2 基于架构的软件开发方法
体系结构实现阶段的测试包括哪两种？;单个构件的功能性测试及被组装应用的整体功能和性能测试。;9.2 基于架构的软件开发方法
体系结构演化的定义是什么？;使用系统演化步骤去修改应用，以满足新的需求。;9.2 基于架构的软件开发方法
体系结构演化的七个步骤是什么？;需求变化归类 → 体系结构演化计划 → 构件变动 → 更新构件的相互作用 → 构件组装与测试 → 技术评审 → 演化后的体系结构。;9.2 基于架构的软件开发方法
什么是软件架构风格？它的词汇表和约束分别指什么？;软件架构风格是描述某一特定应用领域中系统组织方式的惯用模式，定义一个系统家族。词汇表包含构件和连接件；约束定义构件和连接件的组合方式。;9.3 软件架构风格
数据流体系结构风格包括哪两种？;批处理体系结构风格、管道和过滤器风格。;9.3 软件架构风格
批处理体系结构风格的特点是什么？;每个处理步骤是一个独立的程序，每一步必须在前一步结束后才能开始，且数据必须是完整的，以整体的方式传递。;9.3 软件架构风格
管道和过滤器风格的特点是什么？;系统分为多个序贯处理步骤，步骤之间通过数据流连接，一个步骤的输出是另一个步骤的输入，每个处理步骤都有输入和输出。;9.3 软件架构风格
调用/返回体系结构风格的主要思想和目的分别是什么？;主要思想是分而治之；目的是将一个复杂的大系统分解为若干个子系统，降低复杂度，增加可修改性。;9.3 软件架构风格
调用/返回风格包含哪几种常见的子风格？;主程序/子程序风格、面向对象体系结构风格、层次型体系结构风格、客户端/服务器体系结构风格。;9.3 软件架构风格
主程序/子程序风格的特点是什么？;采用单线程控制，把问题划分为若干处理步骤，构件即为主程序和子程序。;9.3 软件架构风格
面向对象体系结构风格中，构件是什么？;构件是对象，即抽象数据类型的实例。;9.3 软件架构风格
层次型体系结构风格中，层与层之间的调用关系有什么约束？;每一层为上层服务，并作为下层的接口；仅相邻层间具有层接口。;9.3 软件架构风格
二层C/S模式的三个主要组成部分是什么？;数据库服务器（后台：负责数据管理）、客户应用程序（前台：完成与用户交互任务）和网络。;9.3 软件架构风格
二层C/S模式有哪些主要缺点？;开发成本高，客户端设计复杂，信息内容和形式单一，不利于推广，软件移植困难，软件维护和升级困难。;9.3 软件架构风格
三层C/S模式将应用功能分为哪三层？;表示层、功能层和数据层。;9.3 软件架构风格
B/S风格是哪种应用结构的具体实现方式？其三层分别是什么？;B/S是三层应用结构的实现方式。三层分别为：浏览器、Web服务器、数据库服务器。;9.3 软件架构风格
相比于C/S，B/S风格有哪些不足之处？;动态页面的支持能力弱、系统拓展能力差、安全性难以控制、响应速度不足、数据交互性不强。;9.3 软件架构风格
以数据为中心的体系结构风格包括哪两种？;仓库体系结构风格、黑板体系结构风格。;9.3 软件架构风格
仓库体系结构风格由哪两部分组成？;中央数据结构（说明当前数据状态）和一组独立构件（对中央数据进行操作）。;9.3 软件架构风格
黑板体系结构风格是什么？主要应用于哪些领域？;是一种问题求解模型，是组织推理步骤、控制状态数据和问题求解领域知识的概念框架。应用于信号处理领域，如语音识别和模式识别。;9.3 软件架构风格
虚拟机体系结构风格的基本思想是什么？;人为构建一个运行环境，可以解析与运行自定义的一些语言，增加架构的灵活性。;9.3 软件架构风格
虚拟机体系结构风格包括哪两种子风格？;解释器体系结构风格、规则系统体系结构风格。;9.3 软件架构风格
解释器体系结构风格的用途和主要缺点是什么？;用来建立一种虚拟机以弥合程序语义与硬件语义之间的差异；缺点是执行效率较低。;9.3 软件架构风格
解释器风格的典型例子是什么？;专家系统。;9.3 软件架构风格
规则系统体系结构风格包含哪些组成部分？;知识库、规则解释器、规则/数据选择器及工作内存（程序运行存储区）。;9.3 软件架构风格
独立构件体系结构风格强调什么？其目的何在？;强调系统中的每个构件都是相对独立的个体，它们之间不直接通信，以降低耦合度，提升灵活度。;9.3 软件架构风格
独立构件体系结构风格包括哪两种？;进程通信体系结构风格、事件系统体系结构风格。;9.3 软件架构风格
进程通信体系结构风格中，构件和连接件分别是什么？;构件是独立的过程，连接件是消息传递。;9.3 软件架构风格
事件系统体系结构风格的特点是什么？;构件不直接调用一个过程，而是触发或广播一个或多个事件。;9.3 软件架构风格
C2风格的特点是什么？;通过连接件连接构件或某个构件组，构件与构件之间无直接连接。;9.3 软件架构风格
什么是软件架构复用？;软件复用是系统化的软件开发过程：开发一组基本的软件构件模块，以覆盖不同的需求/体系结构之间的相似性，提高系统开发的效率、质量和性能。;9.4 软件架构复用
软件架构复用的两种类型是什么？;机会复用和系统复用。;9.4 软件架构复用
什么是机会复用？;在开发过程中，只要发现有可复用的资产就复用。;9.4 软件架构复用
什么是系统复用？;在开发前进行规划，决定哪些复用。;9.4 软件架构复用
软件架构复用的原因有哪些？（至少列出5点）;减少开发工作、减少开发时间、降低开发成本、提高生产力、提高产品质量、更好的互操作性。;9.4 软件架构复用
软件架构复用可复用的资产包括哪些？;需求、架构设计、元素、建模分析、测试、项目规划、过程+方法+工具、人员、样本系统、缺陷消除。;9.4 软件架构复用
一般形式的软件复用包括哪些？;函数的复用、库的复用、面向对象开发中的类、接口和包的复用。;9.4 软件架构复用的基本过程是什么？;首先构建/获取可复用的软件资产（复用前提）→ 管理可复用资产 → 使用可复用资产。;9.4 软件架构复用
什么是特定领域软件架构（DSSA）？;DSSA是在一个特定应用领域中为一组应用提供组织结构参考的标准软件体系结构，即用于某一类特定应用领域的标准软件构件集合。;9.5 特定领域软件体系结构
DSSA的四个特征是什么？;领域性、普遍性、抽象性、可复用性。;9.5 特定领域软件体系结构
DSSA的三个基本活动是什么？;领域分析、领域设计、领域实现。;9.5 特定领域软件体系结构
DSSA中的领域分析活动的内容是什么？;通过分析领域中系统的共性需求，建立领域模型。;9.5 特定领域软件体系结构
DSSA中的领域设计活动的内容是什么？;设计DSSA，且DSSA需要具备领域需求变化的适应性。;9.5 特定领域软件体系结构
DSSA中的领域实现活动的内容是什么？;获取可重用信息。;9.5 特定领域软件体系结构
参与DSSA的五类人员分别是什么？;领域专家、领域分析师、领域设计人员、领域实现人员。;9.5 特定领域软件体系结构
DSSA的建立过程采用什么模型？分为哪五个阶段？;采用并发的、递归的、反复的螺旋模型。五个阶段：1.定义领域范围；2.定义领域特定元素；3.定义领域特定的设计和实现约束；4.定义领域模型和体系结构；5.产生、搜集可重用的单元。;9.5 特定领域软件体系结构
